Date,VALE3.SA,KEPL3.SA,VULC3.SA,LEVE3.SA,GGBR4.SA,LREN3.SA,ALSO3.SA,DIRR3.SA,MILS3.SA,RANI3.SA,CAMB3.SA,CSUD3.SA,CLSC4.SA,CMIG4.SA,ITSA4.SA,BBAS3.SA,TASA4.SA,SLCE3.SA,B3SA3.SA,PETR4.SA,SUZB3.SA,KLBN4.SA,BOVA11.SA
2021-03-01,72.61833953857422,5.1819167137146,6.182049751281738,13.360644340515137,18.969091415405273,31.0781192779541,21.566110610961914,11.013999938964844,4.7172112464904785,4.853797435760498,4.5109052658081055,12.20276927947998,38.99119186401367,5.7667975425720215,7.0692853927612305,22.823331832885742,16.41537857055664,30.80577278137207,15.918112754821777,8.408538818359375,69.98401641845703,5.279585361480713,105.94000244140625
2021-03-02,74.85059356689453,5.195149898529053,6.20788049697876,13.611105918884277,19.225139617919922,31.24534034729004,21.66069793701172,11.161663055419922,4.873837471008301,4.853797435760498,4.483060836791992,12.153894424438477,37.629539489746094,5.936849594116211,7.275043964385986,23.699892044067383,16.41537857055664,31.555023193359375,16.404296875,8.404716491699219,69.08208465576172,5.184380531311035,107.5
2021-03-03,73.92970275878906,5.155450344085693,6.216490268707275,14.025938987731934,19.161128997802734,31.337318420410156,21.689075469970703,10.822903633117676,4.726425647735596,4.861754417419434,4.269581317901611,11.893218994140625,38.19822692871094,5.886834621429443,7.341181755065918,23.74904441833496,16.940462112426758,32.0016975402832,16.574167251586914,8.098950386047363,69.05390167236328,5.193035125732422,107.16000366210938
2021-03-04,72.83197784423828,5.17971134185791,6.34564208984375,14.346843719482422,19.139789581298828,32.88410568237305,22.55928611755371,10.727357864379883,4.7172112464904785,4.885624885559082,4.371680736541748,12.422714233398438,37.557456970214844,6.076892375946045,7.502846717834473,24.609222412109375,17.706571578979492,30.87781524658203,16.251995086669922,8.492622375488281,69.14785766601562,5.184380531311035,108.56999969482422
2021-03-05,77.15242767333984,5.092592239379883,6.586724758148193,14.198128700256348,19.6447811126709,33.076419830322266,23.647050857543945,10.979254722595215,4.984396934509277,4.958308696746826,4.4552154541015625,12.422714233398438,39.151390075683594,5.96185827255249,7.620423793792725,25.067981719970703,18.05088996887207,31.519004821777344,16.54487419128418,8.557598114013672,71.49662017822266,5.322861194610596,110.93000030517578
2021-03-08,76.73667907714844,4.802563190460205,6.259541034698486,13.446739196777344,19.175350189208984,31.7720947265625,22.247146606445312,10.075898170471191,4.671144962310791,4.7099928855896,3.9447214603424072,12.142959594726562,37.813758850097656,5.7417893409729,7.319135665893555,23.921079635620117,17.543020248413086,30.726526260375977,15.431925773620605,8.064553260803223,70.810791015625,5.106485366821289,105.3499984741211
2021-03-09,75.9667739868164,4.697800636291504,6.190659999847412,13.3997802734375,19.43851661682129,30.83565330505371,22.105262756347656,9.719766616821289,4.5513715744018555,4.629890441894531,4.130354881286621,11.913846969604492,37.64555740356445,5.681771278381348,7.385271072387695,23.74904441833496,19.402339935302734,29.941251754760742,15.669160842895508,8.251832962036133,74.39031219482422,5.262275695800781,107.19000244140625
2021-03-10,74.79651641845703,4.728677749633789,6.380082607269287,13.689377784729004,19.18246078491211,32.03964614868164,22.60658073425293,10.041154861450195,4.8369855880737305,4.50172758102417,4.121074199676514,11.72564697265625,40.04045867919922,5.956857204437256,7.5880045890808105,24.494531631469727,18.53293800354004,30.402332305908203,16.199277877807617,8.538488388061523,70.3316421508789,5.071864604949951,108.62999725341797
2021-03-11,76.7597885131836,4.879757881164551,6.380082607269287,14.025938987731934,19.907941818237305,33.795475006103516,24.167287826538086,10.753416061401367,5.159450054168701,4.43764591217041,4.121074199676514,12.00385570526123,40.048465728759766,6.021877288818359,7.56592321395874,24.617412567138672,18.300521850585938,29.393726348876953,16.606382369995117,8.901583671569824,69.6739730834961,4.98531436920166,110.44999694824219
2021-03-12,74.9889907836914,4.917252063751221,6.457573413848877,13.853743553161621,19.65069580078125,34.74863815307617,24.838863372802734,10.796847343444824,5.325290203094482,4.453665733337402,4.130354881286621,12.380254745483398,40.44895935058594,6.046884536743164,7.507044792175293,24.69620704650879,19.324867248535156,28.8533992767334,16.208066940307617,8.855719566345215,69.75852966308594,5.063209056854248,109.68000030517578
2021-03-15,74.54244232177734,4.917252063751221,6.440352916717529,13.986802101135254,20.35811996459961,34.96601867675781,25.340181350708008,11.352757453918457,5.187090873718262,4.397594928741455,4.083947658538818,12.478447914123535,44.854286193847656,6.116905689239502,7.5291242599487305,24.523334503173828,21.003421783447266,28.8533992767334,15.757026672363281,9.039178848266602,68.4432144165039,4.907418727874756,110.66000366210938
2021-03-16,74.30378723144531,4.8521881103515625,6.448962688446045,15.176502227783203,20.565345764160156,34.029579162597656,24.574016571044922,10.848962783813477,5.141024589538574,4.485708236694336,4.158200263977051,12.396617889404297,46.45622634887695,6.051886081695557,7.41872501373291,24.589187622070312,21.184186935424805,28.925439834594727,15.361637115478516,8.897762298583984,70.69803619384766,5.115139484405518,109.69000244140625
2021-03-17,75.37393951416016,4.993342876434326,6.56089448928833,15.043442726135254,20.80830192565918,34.798805236816406,24.952367782592773,11.50910758972168,5.242370128631592,4.669941425323486,4.158200263977051,12.871209144592285,47.25718688964844,6.081894874572754,7.63215970993042,25.2724552154541,21.43381690979004,30.056528091430664,15.508076667785645,9.20352840423584,71.9194107055664,5.123795032501221,112.05000305175781
2021-03-18,74.03430938720703,4.879757881164551,6.440352916717529,15.646120071411133,20.443870544433594,34.37238693237305,24.15782928466797,10.944510459899902,5.518768787384033,4.597849369049072,4.167482852935791,13.476719856262207,46.2159309387207,6.131911277770996,7.7057600021362305,25.05841827392578,22.19131851196289,29.753944396972656,15.736527442932129,8.882473945617676,70.7450180053711,4.942038059234619,110.5
2021-03-19,72.9718246459961,4.973493576049805,6.526453495025635,15.904411315917969,20.46531105041504,35.573097229003906,25.368555068969727,11.126919746398926,6.080780982971191,4.637900352478027,4.269581317901611,13.771296501159668,48.05015182495117,6.251949310302734,7.683681011199951,25.2724552154541,20.486942291259766,29.573829650878906,16.29592514038086,9.172951698303223,69.5236587524414,4.8987627029418945,111.69999694824219
2021-03-22,71.7630844116211,5.017603874206543,6.4317426681518555,16.734067916870117,19.843629837036133,34.80249786376953,25.273967742919922,11.031371116638184,6.228194713592529,4.58182954788208,4.297425746917725,13.722198486328125,46.288021087646484,6.156918525695801,7.742559909820557,25.34654426574707,19.695009231567383,30.0132999420166,16.11433982849121,8.989490509033203,68.02983856201172,4.924727916717529,110.69000244140625
2021-03-23,70.10777282714844,4.984520435333252,6.354251861572266,16.710586547851562,18.979001998901367,34.88624954223633,25.49152183532715,10.762102127075195,5.9886474609375,4.573819160461426,4.353116512298584,13.984040260314941,46.05574035644531,6.156918525695801,7.551202297210693,24.43277931213379,20.314783096313477,29.386518478393555,15.865391731262207,8.714303970336914,67.42855072021484,4.8987627029418945,109.0199966430664
2021-03-24,71.71688842773438,4.855496406555176,6.182049751281738,16.640146255493164,19.129060745239258,34.26642990112305,25.037498474121094,10.449400901794434,5.887301445007324,4.485708236694336,4.204609394073486,13.509451866149902,45.751365661621094,6.0318803787231445,7.3966474533081055,23.988245010375977,19.57449722290039,29.753944396972656,15.75409984588623,8.721944808959961,69.20423126220703,4.950693607330322,107.87000274658203
2021-03-25,71.17024993896484,4.773891925811768,6.28537130355835,16.154874801635742,19.41489028930664,35.90813446044922,25.368555068969727,10.866334915161133,6.043928146362305,4.50172758102417,4.148919105529785,13.992223739624023,47.161075592041016,6.221940517425537,7.551202297210693,24.333993911743164,19.686403274536133,29.811574935913086,15.924572944641113,8.867186546325684,68.77204132080078,4.942038059234619,109.37999725341797
2021-03-26,73.54926300048828,4.747425079345703,6.311201095581055,16.4366455078125,20.436721801757812,35.16265869140625,25.1320858001709,10.770787239074707,6.1360602378845215,4.485708236694336,4.176764011383057,13.231242179870605,47.249183654785156,6.216938495635986,7.639008045196533,24.416318893432617,19.557281494140625,30.59684944152832,15.99267578125,8.966559410095215,68.1895523071289,4.872797966003418,110.27999877929688
2021-03-29,75.435546875,4.847776889801025,6.0701189041137695,17.219343185424805,20.72255516052246,34.75223922729492,24.952367782592773,10.353854179382324,6.126847743988037,4.43764591217041,4.083947658538818,13.026677131652832,46.07175827026367,6.4019951820373535,7.6095147132873535,24.531566619873047,18.997764587402344,31.446962356567383,15.904986381530762,9.107975959777832,68.6217269897461,4.916074275970459,110.95999908447266
2021-03-30,74.73492431640625,4.973493576049805,6.225100517272949,17.97072982788086,21.05125617980957,36.78761672973633,26.38064956665039,10.857649803161621,6.1360602378845215,4.461675643920898,4.093228340148926,13.94312858581543,46.2960319519043,6.477018356323242,7.72011661529541,25.288917541503906,19.058019638061523,30.89943504333496,15.875310897827148,9.107975959777832,66.3481216430664,4.864142417907715,112.43000030517578
2021-03-31,75.4278335571289,4.84459114074707,6.26815128326416,18.064655303955078,21.594329833984375,35.67361068725586,26.03067398071289,10.78816032409668,6.1084208488464355,4.461675643920898,4.083947658538818,14.605916976928711,47.449424743652344,6.517031669616699,7.6095147132873535,25.066654205322266,19.24739646911621,32.16019058227539,16.207660675048828,9.21117115020752,64.40333557128906,4.742971897125244,112.0199966430664
2021-04-01,74.98128509521484,4.759617805480957,6.182049751281738,17.88463592529297,20.994091033935547,35.95001983642578,25.822580337524414,10.597064971923828,6.034715175628662,4.525757312774658,4.10250997543335,14.96595573425293,46.2559814453125,6.386990070343018,7.447293281555176,24.655046463012695,18.687875747680664,33.69471740722656,15.90795612335205,9.13090705871582,65.06098937988281,4.829522609710693,110.68000030517578
2021-04-05,79.60073852539062,4.7741522789001465,6.448962688446045,18.456003189086914,21.036964416503906,36.318565368652344,26.106346130371094,10.814218521118164,6.550659656524658,4.477696895599365,4.111792087554932,15.710570335388184,49.26762771606445,6.256950378417969,7.54315185546875,24.622121810913086,19.3851261138916,32.859012603759766,16.118637084960938,9.188239097595215,65.06098937988281,4.8381781578063965,113.20999908447266
2021-04-06,78.5690689086914,4.797632217407227,6.612555027008057,18.698638916015625,21.537166595458984,36.71223449707031,25.91716766357422,10.944510459899902,6.486166477203369,4.509737014770508,4.083947658538818,16.782487869262695,49.05937576293945,6.336974620819092,7.469414710998535,24.325761795043945,19.27322006225586,33.644287109375,16.3411865234375,9.180595397949219,66.00049591064453,4.933383464813232,113.2699966430664
2021-04-07,80.50152587890625,4.86918830871582,6.569504261016846,19.293489456176758,21.944473266601562,36.125911712646484,25.59556770324707,10.762102127075195,6.69807243347168,4.565808296203613,4.204609394073486,16.7661190032959,50.45306396484375,6.3469767570495605,7.462042331695557,24.169355392456055,18.765350341796875,33.11116409301758,16.305578231811523,9.172951698303223,65.62469482421875,4.968003273010254,113.18000030517578
2021-04-08,80.45533752441406,5.029072284698486,6.672825813293457,20.209247589111328,22.015928268432617,35.539588928222656,25.17938232421875,10.70998477935791,6.587512969970703,4.493717193603516,4.176764011383057,17.83803939819336,49.6520881652832,6.351979732513428,7.4399213790893555,23.963550567626953,19.497026443481445,33.34891128540039,16.57264518737793,9.05828857421875,66.16960906982422,5.019934177398682,113.75
2021-04-09,79.30046844482422,5.074913024902344,6.862247467041016,20.28751564025879,22.237443923950195,34.760616302490234,25.586109161376953,11.205093383789062,6.873125076293945,4.461675643920898,4.204609394073486,18.533557891845703,49.6520881652832,6.291961669921875,7.403054237365723,24.029407501220703,20.056543350219727,34.235042572021484,16.385698318481445,9.039178848266602,67.06214141845703,5.089175224304199,113.01000213623047
2021-04-12,79.60844421386719,5.119635581970215,7.017228603363037,20.952808380126953,22.308900833129883,34.40044403076172,25.45368766784668,11.439619064331055,6.817845344543457,4.493717193603516,4.3159894943237305,17.821678161621094,48.53874588012695,6.3169684410095215,7.5284037590026855,24.325761795043945,19.67779541015625,35.07075119018555,16.548900604248047,9.13090705871582,67.64463806152344,5.141104698181152,114.4000015258789
2021-04-13,79.74702453613281,5.053669452667236,7.00861930847168,20.28751564025879,22.823392868041992,34.76898956298828,25.614486694335938,11.29195499420166,6.882338523864746,4.493717193603516,4.269581317901611,19.139068603515625,48.56277084350586,6.411999225616455,7.51365852355957,24.325761795043945,19.4539852142334,34.59526443481445,16.409435272216797,9.161483764648438,68.02044677734375,5.141104698181152,114.66999816894531
2021-04-14,82.3801040649414,4.920619964599609,7.094719886779785,20.616249084472656,23.144948959350586,34.75223922729492,24.961828231811523,11.344072341918945,7.177164077758789,4.533767223358154,4.232454299926758,18.304447174072266,48.57879638671875,6.472017765045166,7.56527042388916,24.366926193237305,19.367908477783203,34.42235565185547,16.329317092895508,9.306723594665527,67.03395080566406,5.106485366821289,115.5999984741211
2021-04-15,83.31169128417969,5.251567840576172,7.180820941925049,20.851057052612305,23.309297561645508,35.10403060913086,25.378015518188477,11.283268928527832,7.177164077758789,4.942287921905518,4.4552154541015625,19.3109073638916,48.859130859375,6.4170002937316895,7.56527042388916,24.399856567382812,19.600322723388672,35.553436279296875,16.18985366821289,9.122160911560059,67.73858642578125,5.158414840698242,116.19999694824219
2021-04-16,83.66584014892578,5.177774906158447,7.241091728210449,21.05455780029297,23.244985580444336,39.596927642822266,25.860416412353516,11.561224937438965,7.094244480133057,5.062440872192383,4.501623630523682,18.819950103759766,49.66010284423828,6.452010154724121,7.594767093658447,24.506866455078125,18.98915672302246,35.17160415649414,16.439109802246094,9.066849708557129,66.81787109375,5.063209056854248,116.45999908447266
2021-04-19,82.942138671875,5.165476322174072,7.129160404205322,20.71017074584961,23.230693817138672,38.18696975708008,26.531991958618164,11.413561820983887,7.306149959564209,5.27871561050415,4.965707778930664,20.792984008789062,50.05257797241211,6.5020270347595215,7.521031379699707,24.383386611938477,19.032197952270508,36.15860366821289,16.130508422851562,9.592292785644531,67.73858642578125,5.132449626922607,116.33999633789062
2021-04-20,81.73338317871094,5.3097076416015625,6.956958293914795,20.013572692871094,23.059200286865234,36.64193344116211,26.14417839050293,11.161663055419922,7.2692975997924805,5.286725044250488,4.956427097320557,20.62828254699707,49.259613037109375,6.752103805541992,7.535778522491455,24.77852439880371,19.59171485900879,35.827205657958984,15.940591812133789,9.410561561584473,67.91709899902344,5.184380531311035,115.4800033569336
2021-04-22,81.78727722167969,5.315298080444336,6.991398811340332,20.201417922973633,23.795207977294922,34.44679641723633,25.264509201049805,11.222465515136719,7.2600836753845215,5.2626953125,4.910017967224121,20.364770889282227,49.275638580322266,6.7270965576171875,7.535778522491455,24.55626106262207,20.882909774780273,36.36032485961914,15.830802917480469,9.36710262298584,65.34284210205078,5.045898914337158,114.94999694824219
2021-04-23,83.1423110961914,5.382381439208984,6.991398811340332,20.013572692871094,23.952411651611328,34.463680267333984,25.330720901489258,11.300642013549805,7.204803466796875,5.2066240310668945,4.965707778930664,21.435300827026367,50.05257797241211,6.752103805541992,7.6095147132873535,24.753829956054688,21.123929977416992,36.36032485961914,15.940591812133789,9.359201431274414,65.81259155273438,4.993968963623047,115.97000122070312
2021-04-26,83.58885192871094,5.443876266479492,7.00861930847168,19.849206924438477,24.509777069091797,35.037452697753906,25.57665252685547,11.474364280700684,7.398283004760742,5.118512153625488,4.910017967224121,21.987035751342773,50.060585021972656,6.7270965576171875,7.572647571563721,24.77852439880371,20.779611587524414,35.90645217895508,15.729909896850586,9.394759178161621,65.1643295288086,4.98531436920166,115.94999694824219
2021-04-27,84.78221893310547,5.508723735809326,6.741706371307373,21.63375473022461,24.602676391601562,34.14165115356445,24.952367782592773,11.50910758972168,7.186377048492432,5.006369590759277,5.290567874908447,20.94944190979004,50.45306396484375,6.667079448699951,7.410427093505859,24.506866455078125,20.538589477539062,36.324302673339844,15.712111473083496,9.126111030578613,66.58299255371094,5.0112786293029785,114.77999877929688
2021-04-28,86.16805267333984,5.556800365447998,6.664215087890625,21.899871826171875,24.774168014526367,33.80362319946289,25.49152183532715,11.29195499420166,6.956044673919678,5.118512153625488,5.151342391967773,21.838808059692383,52.06300735473633,7.0572004318237305,7.684797286987305,24.943166732788086,20.35782241821289,36.23064422607422,15.904986381530762,9.457969665527344,63.454429626464844,4.829522609710693,116.4000015258789
2021-04-29,86.1911392211914,5.631711959838867,6.845027446746826,21.782466888427734,24.574092864990234,33.77825927734375,25.039756774902344,11.257210731506348,7.398283004760742,5.180830955505371,5.272004127502441,21.147079467773438,52.06300735473633,7.017186641693115,7.5074567794799805,24.399856567382812,22.036375045776367,37.16720962524414,15.59341812133789,9.331547737121582,63.548377990722656,4.820867538452148,115.31999969482422
