Empresa,Sharp
VALE3.SA,-1.048769335494871
KEPL3.SA,-0.4232717103736544
VULC3.SA,-0.8946762304614543
LEVE3.SA,-0.5965962124911522
GGBR4.SA,-0.9667695270671193
LREN3.SA,1.2502992138793119
ALSO3.SA,0.3603592085267998
DIRR3.SA,-1.4235160056748999
MILS3.SA,-2.4531670639537095
RANI3.SA,-0.1879777271270864
CAMB3.SA,-66.57878168756655
CSUD3.SA,0.7691521357150128
CLSC4.SA,-0.7487520759610051
CMIG4.SA,0.44970795132571306
ITSA4.SA,0.8840152783154619
BBAS3.SA,0.4711612777511696
TASA4.SA,-2.3690625343603102
SLCE3.SA,-0.9205363949807961
B3SA3.SA,0.07845093936170464
PETR4.SA,-0.28672776461025845
SUZB3.SA,-16.121630518177316
KLBN4.SA,-0.5664855914670998
BOVA11.SA,0.14550467177813226
soma valor,-1.2124256300435516
