Empresa,Sharp
VALE3.SA,0.1777674753015097
KEPL3.SA,0.8434204776886617
VULC3.SA,0.6700176688289851
LEVE3.SA,1.0521600892628946
GGBR4.SA,0.10873847093009129
LREN3.SA,-0.7228004035274286
ALSO3.SA,-0.10306084187917512
DIRR3.SA,0.05406381036506645
MILS3.SA,0.5300724227371625
RANI3.SA,0.104568687035604
CAMB3.SA,-0.053922412424441575
CSUD3.SA,0.0028718439874085983
CLSC4.SA,0.873170644851511
CMIG4.SA,0.9019933062886074
ITSA4.SA,0.32194206221236316
BBAS3.SA,0.8654916815831306
TASA4.SA,0.37737811212856004
SLCE3.SA,0.32215902142634345
B3SA3.SA,-0.47113499293486943
PETR4.SA,1.7592491753772892
SUZB3.SA,-1.0995429291365695
KLBN4.SA,-1.2441863830131168
BOVA11.SA,-0.23973339610838312
soma valor,-0.05233922490330009
