Empresa,Sharp
VALE3.SA,0.9079865855688108
KEPL3.SA,-1.2443784954601298
VULC3.SA,2.1970631270411487
LEVE3.SA,0.11187629547468209
GGBR4.SA,0.5219718215939407
LREN3.SA,1.1546643557706522
ALSO3.SA,0.17807084143491653
DIRR3.SA,0.07930984340612168
MILS3.SA,-0.31108357747161347
RANI3.SA,-1.38949170959907
CAMB3.SA,-67.96451898890616
CSUD3.SA,0.43027803389969677
CLSC4.SA,0.7021559738582394
CMIG4.SA,-0.47168859605948993
ITSA4.SA,1.1288389779411694
BBAS3.SA,0.598026668434245
TASA4.SA,0.6745278637872978
SLCE3.SA,2.628848052608572
B3SA3.SA,0.9715629447977411
PETR4.SA,0.805916209087648
SUZB3.SA,0.071856803748446
KLBN4.SA,0.43009510785363425
BOVA11.SA,0.8147943173112983
soma valor,0.7670145183248246
