Empresa,Sharp
VALE3.SA,0.23620550323614348
KEPL3.SA,0.7225730763673385
VULC3.SA,-0.6895381226874512
LEVE3.SA,0.41340735523830885
GGBR4.SA,-0.331486736269488
LREN3.SA,0.5855148868900819
ALSO3.SA,0.963870444822394
DIRR3.SA,1.3200660428350757
MILS3.SA,0.8911801054464393
RANI3.SA,0.6853716544496272
CAMB3.SA,-66.8582249524503
CSUD3.SA,-1.0204452424790467
CLSC4.SA,2.07664622987042
CMIG4.SA,1.592219294942591
ITSA4.SA,0.11773000783900178
BBAS3.SA,0.5589715201729398
TASA4.SA,0.9449467185553538
SLCE3.SA,0.7730192257491986
B3SA3.SA,0.721962608095829
PETR4.SA,0.6584822037038986
SUZB3.SA,1.6713482298684263
KLBN4.SA,-0.1610528806539533
BOVA11.SA,0.2843346915169079
soma valor,0.6375387939801418
